#--------------------------------------------------------------------------------
# Auto-generated by Migen (e2e6c72) & LiteX (18a9d4f) on 2020-02-15 23:31:38
#--------------------------------------------------------------------------------
csr_base,sram_ext,0xf0004000,,
csr_base,ticktimer,0xf0007000,,
csr_base,messible,0xf0006800,,
csr_base,keyboard,0xf0008800,,
csr_base,power,0xf0007800,,
csr_base,info,0xf0003800,,
csr_base,reboot,0xf0002800,,
csr_base,timer0,0xf0002000,,
csr_base,uart_phy,0xf0001000,,
csr_base,gpio,0xf0009000,,
csr_base,trng_osc,0xf000b000,,
csr_base,seed,0xf0009800,,
csr_base,i2c,0xf0005800,,
csr_base,romtest,0xf000a000,,
csr_base,crg,0xf0003000,,
csr_base,btevents,0xf0006000,,
csr_base,spinor,0xf0008000,,
csr_base,audio,0xf000a800,,
csr_base,ctrl,0xf0000000,,
csr_base,uart,0xf0001800,,
csr_base,memlcd,0xf0005000,,
csr_base,com,0xf000c000,,
csr_register,i2c_prescale,0xf0005800,1,rw
csr_register,messible_in,0xf0006800,1,rw
csr_register,i2c_command,0xf0005810,1,rw
csr_register,btevents_ev_pending,0xf0006004,1,rw
csr_register,uart_ev_status,0xf000180c,1,rw
csr_register,i2c_txr,0xf0005808,1,rw
csr_register,info_xadc_drp_write,0xf000384c,1,rw
csr_register,info_platform_platform,0xf000381c,2,ro
csr_register,uart_phy_tuning_word,0xf0001000,1,rw
csr_register,keyboard_row1dat,0xf0008804,1,ro
csr_register,i2c_rxr,0xf000580c,1,ro
csr_register,keyboard_row6dat,0xf0008818,1,ro
csr_register,audio_tx_stat,0xf000a818,1,ro
csr_register,keyboard_rowchange,0xf0008830,1,ro
csr_register,info_xadc_drp_dat_w,0xf0003858,1,rw
csr_register,spinor_ecc_status,0xf0008028,1,ro
csr_register,uart_ev_enable,0xf0001814,1,rw
csr_register,audio_ev_pending,0xf000a804,1,rw
csr_register,messible_out,0xf0006804,1,ro
csr_register,keyboard_row0dat,0xf0008800,1,ro
csr_register,info_xadc_drp_dat_r,0xf000385c,1,ro
csr_register,info_xadc_vccint,0xf0003830,1,ro
csr_register,ticktimer_time,0xf0007004,2,ro
csr_register,keyboard_row7dat,0xf000881c,1,ro
csr_register,info_xadc_drp_enable,0xf0003844,1,rw
csr_register,spinor_command,0xf000800c,1,rw
csr_register,btevents_ev_enable,0xf0006008,1,rw
csr_register,timer0_ev_pending,0xf0002018,1,rw
csr_register,sram_ext_config_status,0xf0004000,1,ro
csr_register,timer0_reload,0xf0002004,1,rw
csr_register,timer0_load,0xf0002000,1,rw
csr_register,info_xadc_vccaux,0xf0003834,1,ro
csr_register,messible_status,0xf0006808,1,ro
csr_register,romtest_data,0xf000a004,1,ro
csr_register,memlcd_ev_enable,0xf0004814,1,rw
csr_register,i2c_control,0xf0005804,1,rw
csr_register,info_git_commit,0xf0003808,5,ro
csr_register,seed_seed,0xf0009800,2,ro
csr_register,info_xadc_temperature,0xf000382c,1,ro
csr_register,reboot_addr,0xf0002804,1,rw
csr_register,timer0_value,0xf0002010,1,ro
csr_register,crg_mmcm_drp_read,0xf0003008,1,rw
csr_register,crg_mmcm_drp_adr,0xf0003014,1,rw
csr_register,spinor_ev_status,0xf0008018,1,rw
csr_register,com_tx,0xf0005000,1,rw
csr_register,gpio_ev_pending,0xf0009018,1,rw
csr_register,crg_mmcm_drp_locked,0xf0003004,1,ro
csr_register,memlcd_Busy,0xf0004804,1,ro
csr_register,info_xadc_eos,0xf0003840,1,ro
csr_register,spinor_sector,0xf0008010,1,rw
csr_register,gpio_intena,0xf000900c,1,ro
csr_register,timer0_update_value,0xf000200c,1,rw
csr_register,gpio_drive,0xf0009008,1,rw
csr_register,uart_txfull,0xf0001804,1,ro
csr_register,trng_osc_ctl,0xf000b000,1,rw
csr_register,spinor_status,0xf0008014,1,ro
csr_register,sram_ext_read_config,0xf0004004,1,rw
csr_register,gpio_intpol,0xf0009010,1,ro
csr_register,keyboard_ev_status,0xf0008824,1,rw
csr_register,audio_tx_ctl,0xf000a814,1,rw
csr_register,spinor_delay_config,0xf0008004,1,rw
csr_register,btevents_ev_status,0xf0006000,1,rw
